hotel_id,country,region,resort_type,room_type,hotel_size_rooms,month,is_school_holiday,is_weekend,days_to_christmas,rate_eur_per_night
aman_venice,Italy,Europe,city,Superior Room,24.0,5,0,0,229,4960.0
aman_venice,Italy,Europe,city,Superior Room,24.0,6,0,0,180,3240.0
aman_venice,Italy,Europe,city,Superior Room,24.0,7,1,0,160,1590.0
aman_venice,Italy,Europe,city,Superior Room,24.0,8,1,1,137,3500.0
aman_venice,Italy,Europe,city,Superior Room,24.0,10,0,1,81,4970.0
aman_venice,Italy,Europe,city,Superior Room,24.0,12,1,0,2,2540.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,1,0,0,345,1740.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,2,1,0,315,2190.0
aman_venice,Italy,Europe,city,Junior Suite,,3,0,0,280,3740.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,4,1,0,251,7290.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,5,0,0,229,6490.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,6,0,0,180,4350.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,7,1,0,160,2240.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,8,1,1,137,4280.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,10,0,1,81,7270.0
aman_venice,Italy,Europe,city,Junior Suite,24.0,12,1,0,2,2870.0
aman_venice,Italy,Europe,city,Suite,24.0,1,0,0,345,3110.0
aman_venice,Italy,Europe,city,Suite,24.0,2,1,0,315,3060.0
aman_venice,Italy,Europe,city,Suite,24.0,3,0,0,280,5550.0
aman_venice,Italy,Europe,city,Suite,24.0,4,1,0,251,8930.0
aman_venice,Italy,Europe,city,Suite,24.0,5,0,0,229,8450.0
aman_venice,Italy,Europe,city,Suite,24.0,6,0,0,180,5300.0
aman_venice,Italy,Europe,city,Suite,24.0,7,1,0,160,2900.0
aman_venice,Italy,Europe,city,Suite,24.0,8,1,1,137,6040.0
aman_venice,Italy,Europe,city,Suite,24.0,10,0,1,81,8970.0
aman_venice,Italy,Europe,city,Suite,24.0,12,1,0,2,4620.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,1,0,0,345,3710.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,2,1,0,315,4080.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,3,0,0,280,8350.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,4,1,0,251,13220.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,5,0,0,229,12660.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,6,0,0,180,7520.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,7,1,0,160,3970.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,8,1,1,137,9810.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,10,0,1,81,13790.0
aman_venice,Italy,Europe,city,Grand Suite,24.0,12,1,0,2,5110.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,1,0,0,345,6420.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,2,1,0,315,8190.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,3,0,0,280,13610.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,4,1,0,251,21670.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,5,0,0,229,21550.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,6,0,0,180,11240.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,7,1,0,160,5250.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,8,1,1,137,12660.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,10,0,1,81,19790.0
aman_venice,Italy,Europe,city,Presidential Suite,24.0,12,1,0,2,8990.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,1,0,0,345,590.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,2,1,0,315,690.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,3,0,0,280,740.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,4,1,0,251,1690.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,5,0,0,229,2930.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,6,0,0,180,2690.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,7,1,0,160,2730.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,8,1,1,137,2980.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,10,0,1,81,1840.0
il_sereno_lago_di_como,Italy,Europe,lake,Deluxe Room,30.0,12,1,0,2,1010.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,1,0,0,345,970.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,2,1,0,315,860.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,3,0,0,280,960.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,4,1,0,251,2020.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,5,0,0,229,3580.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,6,0,0,180,3600.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,7,1,0,160,3450.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,8,1,1,137,4130.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,10,0,1,81,2460.0
il_sereno_lago_di_como,Italy,Europe,lake,Superior Room,30.0,12,1,0,2,1200.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,1,0,0,345,1070.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,2,1,0,315,1290.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,3,0,0,280,1310.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,4,1,0,251,3080.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,5,0,0,229,4920.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,6,0,0,180,4890.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,7,1,0,160,4930.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,8,1,1,137,5230.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,10,0,1,81,2790.0
il_sereno_lago_di_como,Italy,Europe,lake,Junior Suite,30.0,12,1,0,2,1920.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,1,0,0,345,1820.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,2,1,0,315,1690.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,3,0,0,280,1450.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,4,1,0,251,3780.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,5,0,0,229,6090.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,6,0,0,180,6210.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,7,1,0,160,7280.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,8,1,1,137,6950.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,10,0,1,81,4190.0
il_sereno_lago_di_como,Italy,Europe,lake,Suite,30.0,12,1,0,2,2190.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,1,0,0,345,2690.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,2,1,0,315,3100.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,3,0,0,280,2300.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,4,1,0,251,5390.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,5,0,0,229,10620.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,6,0,0,180,9490.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,7,1,0,160,8920.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,8,1,1,137,10300.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,10,0,1,81,6460.0
il_sereno_lago_di_como,Italy,Europe,lake,Grand Suite,30.0,12,1,0,2,3470.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,1,0,0,345,3920.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,2,1,0,315,4050.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,3,0,0,280,2910.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,4,1,0,251,9540.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,5,0,0,229,13920.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,6,0,0,180,13280.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,7,1,0,160,14440.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,8,1,1,137,14030.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,10,0,1,81,9400.0
il_sereno_lago_di_como,Italy,Europe,lake,Presidential Suite,30.0,12,1,0,2,5470.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,1,0,0,345,920.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,2,1,0,315,1010.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,3,0,0,280,2090.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,4,1,0,251,3380.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,5,0,0,229,3710.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,6,0,0,180,1970.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,7,1,0,160,770.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,8,1,1,137,2310.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,10,0,1,81,3280.0
cipriani_venice,Italy,Europe,city,Deluxe Room,95.0,12,1,0,2,1470.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,1,0,0,345,1280.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,2,1,0,315,1350.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,3,0,0,280,2540.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,4,1,0,251,4820.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,5,0,0,229,4300.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,6,0,0,180,2790.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,7,1,0,160,1080.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,8,1,1,137,2910.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,10,0,1,81,4840.0
cipriani_venice,Italy,Europe,city,Superior Room,95.0,12,1,0,2,1620.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,1,0,0,345,1420.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,2,1,0,315,1690.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,3,0,0,280,3290.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,4,1,0,251,5460.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,5,0,0,229,6150.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,6,0,0,180,3690.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,7,1,0,160,1570.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,8,1,1,137,3380.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,10,0,1,81,6060.0
cipriani_venice,Italy,Europe,city,Junior Suite,95.0,12,1,0,2,2290.0
cipriani_venice,Italy,Europe,city,Suite,95.0,1,0,0,345,2160.0
cipriani_venice,Italy,Europe,city,Suite,95.0,2,1,0,315,2070.0
cipriani_venice,Italy,Europe,city,Suite,95.0,3,0,0,280,4530.0
cipriani_venice,Italy,Europe,city,Suite,95.0,4,1,0,251,7810.0
cipriani_venice,Italy,Europe,city,Suite,95.0,5,0,0,229,8450.0
cipriani_venice,Italy,Europe,city,Suite,95.0,6,0,0,180,5330.0
cipriani_venice,Italy,Europe,city,Suite,95.0,7,1,0,160,1860.0
cipriani_venice,Italy,Europe,city,Suite,95.0,8,1,1,137,5340.0
cipriani_venice,Italy,Europe,city,Suite,95.0,10,0,1,81,9550.0
cipriani_venice,Italy,Europe,city,Suite,95.0,12,1,0,2,2820.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,1,0,0,345,2820.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,2,1,0,315,3990.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,3,0,0,280,7430.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,4,1,0,251,10770.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,5,0,0,229,11660.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,6,0,0,180,7710.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,7,1,0,160,3100.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,8,1,1,137,7740.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,10,0,1,81,13410.0
cipriani_venice,Italy,Europe,city,Grand Suite,95.0,12,1,0,2,4390.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,1,0,0,345,4630.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,2,1,0,315,4790.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,3,0,0,280,11540.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,4,1,0,251,19180.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,5,0,0,229,18890.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,6,0,0,180,11690.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,7,1,0,160,4790.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,8,1,1,137,12150.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,10,0,1,81,18700.0
cipriani_venice,Italy,Europe,city,Presidential Suite,95.0,12,1,0,2,6100.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,1,0,0,345,620.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,2,1,0,315,730.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,3,0,0,280,1720.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,4,1,0,251,2830.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,5,0,0,229,3190.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,6,0,0,180,3220.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,7,1,0,160,1630.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,8,1,1,137,1660.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,,10,0,1,81,3460.0
four_seasons_firenze,Italy,Europe,city,Deluxe Room,116.0,12,1,0,2,900.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,1,0,0,345,760.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,2,1,0,315,1040.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,3,0,0,280,2140.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,4,1,0,251,3630.0
four_seasons_firenze,Italy,Europe,city,Superior Room,,5,0,0,229,3840.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,6,0,0,180,3990.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,7,1,0,160,2490.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,8,1,1,137,2600.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,10,0,1,81,3930.0
four_seasons_firenze,Italy,Europe,city,Superior Room,116.0,12,1,0,2,1260.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,1,0,0,345,1220.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,2,1,0,315,1250.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,3,0,0,280,2870.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,4,1,0,251,5170.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,5,0,0,229,5300.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,6,0,0,180,5250.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,7,1,0,160,3200.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,8,1,1,137,3490.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,10,0,1,81,6160.0
four_seasons_firenze,Italy,Europe,city,Junior Suite,116.0,12,1,0,2,1540.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,1,0,0,345,1840.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,2,1,0,315,1760.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,3,0,0,280,4150.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,4,1,0,251,6550.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,5,0,0,229,7450.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,6,0,0,180,6990.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,7,1,0,160,4470.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,8,1,1,137,4910.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,10,0,1,81,7450.0
four_seasons_firenze,Italy,Europe,city,Suite,116.0,12,1,0,2,2650.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,1,0,0,345,2320.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,2,1,0,315,2930.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,3,0,0,280,6640.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,4,1,0,251,9650.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,5,0,0,229,9770.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,6,0,0,180,10570.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,7,1,0,160,5590.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,8,1,1,137,5740.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,10,0,1,81,11240.0
four_seasons_firenze,Italy,Europe,city,Grand Suite,116.0,12,1,0,2,2970.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,1,0,0,345,3810.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,2,1,0,315,3470.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,3,0,0,280,9830.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,4,1,0,251,16610.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,5,0,0,229,15720.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,6,0,0,180,16600.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,7,1,0,160,8360.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,8,1,1,137,9670.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,10,0,1,81,16070.0
four_seasons_firenze,Italy,Europe,city,Presidential Suite,116.0,12,1,0,2,5280.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,1,0,0,345,470.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,2,1,0,315,520.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,3,0,0,280,430.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,4,1,0,251,510.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,5,0,0,229,1180.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,6,0,0,180,2020.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,7,1,0,160,2060.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,8,1,1,137,2240.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,10,0,1,81,510.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Deluxe Room,111.0,12,1,0,2,3050.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,1,0,0,345,610.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,2,1,0,315,730.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,3,0,0,280,710.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,4,1,0,251,690.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,5,0,0,229,1560.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,6,0,0,180,2700.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,7,1,0,160,2950.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,8,1,1,137,2960.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,10,0,1,81,670.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Superior Room,111.0,12,1,0,2,4610.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,1,0,0,345,710.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,2,1,0,315,850.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,3,0,0,280,830.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,4,1,0,251,770.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,5,0,0,229,2210.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,6,0,0,180,4050.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,7,1,0,160,4100.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,,8,1,1,137,4120.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,10,0,1,81,820.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Junior Suite,111.0,12,1,0,2,5450.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,1,0,0,345,1200.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,2,1,0,315,1080.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,3,0,0,280,1040.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,4,1,0,251,1280.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,5,0,0,229,3170.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,6,0,0,180,4930.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,7,1,0,160,5690.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,8,1,1,137,5580.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,10,0,1,81,1340.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Suite,111.0,12,1,0,2,7350.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,1,0,0,345,1500.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,2,1,0,315,1990.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,3,0,0,280,1450.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,4,1,0,251,1510.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,5,0,0,229,4420.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,6,0,0,180,7200.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,7,1,0,160,7140.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,8,1,1,137,8690.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,10,0,1,81,1640.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Grand Suite,111.0,12,1,0,2,10320.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,1,0,0,345,2560.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,2,1,0,315,2760.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,3,0,0,280,2810.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,4,1,0,251,2160.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,5,0,0,229,6120.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,6,0,0,180,10560.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,7,1,0,160,11710.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,8,1,1,137,11520.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,10,0,1,81,2900.0
rosewood_schloss_fuschl,Austria,Europe,mountain,Presidential Suite,111.0,12,1,0,2,18390.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,1,0,0,345,2640.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,2,1,0,315,3270.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,3,0,0,280,3160.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,4,1,0,251,1700.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,5,0,0,229,650.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,6,0,0,180,1560.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,7,1,0,160,3180.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,8,1,1,137,1780.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,10,0,1,81,710.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Deluxe Room,40.0,12,1,0,2,4190.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,1,0,0,345,3490.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,2,1,0,315,4100.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,3,0,0,280,3470.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,4,1,0,251,2340.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,5,0,0,229,790.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,6,0,0,180,2110.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,7,1,0,160,3700.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,8,1,1,137,2300.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,10,0,1,81,950.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Superior Room,40.0,12,1,0,2,5160.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Junior Suite,40.0,1,0,0,345,5030.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Junior Suite,40.0,2,1,0,315,6010.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Junior Suite,40.0,3,0,0,280,5240.0
tennerhof_kitzbuhel,Austria,Europe,mountain,Junior Suite,,4,1,0,251,2960.0
